class	GO_CC	lig_vol
Saccharolipid	plasma membrane [GO:0005886]	179.31
Saccharolipid	membrane [GO:0016020]	353.73
Saccharolipid	extracellular region [GO:0005576]	353.73
Saccharolipid	host cell plasma membrane [GO:0020002]	353.73
Saccharolipid	membrane [GO:0016020]	337.21
Saccharolipid	extracellular region [GO:0005576]	337.21
Saccharolipid	host cell plasma membrane [GO:0020002]	337.21
Saccharolipid	mitochondrial membrane [GO:0031966]	296.83
Saccharolipid	cytosol [GO:0005829]	296.83
Saccharolipid	glutamatergic synapse [GO:0098978]	296.83
Saccharolipid	histone acetyltransferase complex [GO:0000123]	296.83
Saccharolipid	plasma membrane [GO:0005886]	296.83
Saccharolipid	nucleoplasm [GO:0005654]	296.83
Saccharolipid	NSL complex [GO:0044545]	296.83
Saccharolipid	protein-containing complex [GO:0032991]	296.83
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	296.83
Saccharolipid	cell projection [GO:0042995]	296.83
Saccharolipid	nucleus [GO:0005634]	296.83
Saccharolipid	cytoplasm [GO:0005737]	403.1
Saccharolipid	extracellular region [GO:0005576]	556.49
Saccharolipid	cytoplasm [GO:0005737]	356.5
Saccharolipid	cytoplasm [GO:0005737]	330.38
Saccharolipid	cytoplasm [GO:0005737]	272.72
Saccharolipid	cytoplasm [GO:0005737]	403.93
Saccharolipid	cytoplasm [GO:0005737]	543.84
Saccharolipid	cytoplasm [GO:0005737]	444.65
Saccharolipid	cytoplasm [GO:0005737]	450.55
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	450.55
Saccharolipid	cytoplasm [GO:0005737]	524.26
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	524.26
Saccharolipid	cytoplasm [GO:0005737]	560.82
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	560.82
Saccharolipid	cytoplasm [GO:0005737]	698.5
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	698.5
Saccharolipid	cytoplasm [GO:0005737]	623.49
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	623.49
Saccharolipid	cytoplasm [GO:0005737]	660.58
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	660.58
Saccharolipid	membrane [GO:0016020]	463.28
Saccharolipid	membrane [GO:0016020]	317.85
Saccharolipid	cytoplasm [GO:0005737]	384.97
Saccharolipid	cytoplasm [GO:0005737]	382.5
Saccharolipid	cytoplasm [GO:0005737]	391.28
Saccharolipid	cytoplasm [GO:0005737]	331.04
Saccharolipid	cytoplasm [GO:0005737]	382.42
Saccharolipid	cytoplasm [GO:0005737]	341.65
Saccharolipid	cytoplasm [GO:0005737]	440.09
Saccharolipid	cytoplasm [GO:0005737]	406.9
Saccharolipid	cytoplasm [GO:0005737]	362.64
Saccharolipid	host cell [GO:0043657]	410.63
Saccharolipid	extracellular region [GO:0005576]	410.63
Saccharolipid	host cell Golgi apparatus [GO:0044177]	410.63
Saccharolipid	host cell [GO:0043657]	417.79
Saccharolipid	extracellular region [GO:0005576]	417.79
