class	GO_CC	lig_vol
Sterol	synapse [GO:0045202]	277.0
Sterol	neuronal cell body [GO:0043025]	277.0
Sterol	plasma membrane [GO:0005886]	252.94
Sterol	lysosome [GO:0005764]	252.94
Sterol	cardiac Troponin complex [GO:1990584]	318.1
Sterol	troponin complex [GO:0005861]	318.1
Sterol	cytosol [GO:0005829]	318.1
Sterol	lateral plasma membrane [GO:0016328]	379.83
Sterol	connexin complex [GO:0005922]	379.83
Sterol	endoplasmic reticulum membrane [GO:0005789]	379.83
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	292.61
Sterol	respiratory chain complex IV [GO:0045277]	292.61
Sterol	plasma membrane [GO:0005886]	341.36
Sterol	cell projection [GO:0042995]	361.57
Sterol	plasma membrane [GO:0005886]	361.57
Sterol	postsynaptic membrane [GO:0045211]	361.57
Sterol	presynaptic membrane [GO:0042734]	361.57
Sterol	nucleus [GO:0005634]	361.57
Sterol	cytosol [GO:0005829]	506.9
Sterol	nucleoplasm [GO:0005654]	506.9
Sterol	receptor complex [GO:0043235]	506.9
Sterol	mitochondrion [GO:0005739]	506.9
Sterol	RNA polymerase II transcription regulator complex [GO:0090575]	506.9
Sterol	chromatin [GO:0000785]	506.9
Sterol	transcription regulator complex [GO:0005667]	506.9
Sterol	nucleus [GO:0005634]	506.9
Sterol	cell surface [GO:0009986]	360.14
Sterol	apical plasma membrane [GO:0016324]	360.14
Sterol	external side of apical plasma membrane [GO:0098591]	360.14
Sterol	extracellular exosome [GO:0070062]	360.14
Sterol	plasma membrane [GO:0005886]	360.14
Sterol	membrane [GO:0016020]	360.14
Sterol	cytoplasm [GO:0005737]	360.14
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	353.38
Sterol	respiratory chain complex IV [GO:0045277]	353.38
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	341.31
Sterol	respiratory chain complex IV [GO:0045277]	341.31
Sterol	mitochondrion [GO:0005739]	341.31
Sterol	mitochondrial respirasome [GO:0005746]	341.31
Sterol	membrane [GO:0016020]	343.09
Sterol	apical plasma membrane [GO:0016324]	343.09
Sterol	extracellular exosome [GO:0070062]	343.09
Sterol	cell surface [GO:0009986]	343.09
Sterol	external side of apical plasma membrane [GO:0098591]	343.09
Sterol	plasma membrane [GO:0005886]	343.09
Sterol	cytoplasm [GO:0005737]	343.09
Sterol	dendrite [GO:0030425]	337.89
Sterol	axolemma [GO:0030673]	337.89
Sterol	neuronal cell body [GO:0043025]	337.89
Sterol	glutamatergic synapse [GO:0098978]	337.89
Sterol	membrane [GO:0016020]	337.89
Sterol	plasma membrane [GO:0005886]	337.89
Sterol	postsynaptic membrane [GO:0045211]	337.89
Sterol	presynaptic membrane [GO:0042734]	337.89
Sterol	presynaptic active zone [GO:0048786]	337.89
Sterol	periplasmic space [GO:0042597]	337.89
Sterol	intermediate filament [GO:0005882]	337.89
Sterol	asymmetric synapse [GO:0032279]	337.89
Sterol	dendrite [GO:0030425]	339.11
Sterol	axolemma [GO:0030673]	339.11
Sterol	neuronal cell body [GO:0043025]	339.11
Sterol	glutamatergic synapse [GO:0098978]	339.11
Sterol	membrane [GO:0016020]	339.11
