class	GO_CC	lig_vol
Sphingolipid	blood microparticle [GO:0072562]	340.48
Sphingolipid	extracellular region [GO:0005576]	340.48
Sphingolipid	extracellular space [GO:0005615]	340.48
Sphingolipid	hemoglobin complex [GO:0005833]	340.48
Sphingolipid	haptoglobin-hemoglobin complex [GO:0031838]	340.48
Sphingolipid	very-low-density lipoprotein particle [GO:0034361]	274.08
Sphingolipid	low-density lipoprotein particle [GO:0034362]	274.08
Sphingolipid	spherical high-density lipoprotein particle [GO:0034366]	274.08
Sphingolipid	extracellular region [GO:0005576]	274.08
Sphingolipid	high-density lipoprotein particle [GO:0034364]	274.08
Sphingolipid	discoidal high-density lipoprotein particle [GO:0034365]	274.08
Sphingolipid	plasma membrane [GO:0005886]	204.03
Sphingolipid	cytoplasm [GO:0005737]	204.03
Sphingolipid	late endosome [GO:0005770]	469.86
Sphingolipid	endoplasmic reticulum [GO:0005783]	469.86
Sphingolipid	cytoplasm [GO:0005737]	469.86
Sphingolipid	endosome membrane [GO:0010008]	469.86
Sphingolipid	lysosome [GO:0005764]	469.86
Sphingolipid	early endosome [GO:0005769]	469.86
Sphingolipid	extracellular space [GO:0005615]	469.86
Sphingolipid	external side of plasma membrane [GO:0009897]	469.86
Sphingolipid	lysosomal membrane [GO:0005765]	469.86
Sphingolipid	cell surface [GO:0009986]	469.86
Sphingolipid	membrane [GO:0016020]	533.18
Sphingolipid	serine C-palmitoyltransferase complex [GO:0017059]	533.18
Sphingolipid	SPOTS complex [GO:0035339]	533.18
Sphingolipid	endoplasmic reticulum [GO:0005783]	533.18
Sphingolipid	membrane [GO:0016020]	283.58
Sphingolipid	host cell cytoplasmic vesicle membrane [GO:0044162]	283.58
Sphingolipid	T=pseudo3 icosahedral viral capsid [GO:0039618]	283.58
Sphingolipid	host cell nucleus [GO:0042025]	283.58
Sphingolipid	endosome membrane [GO:0010008]	409.86
Sphingolipid	cytosol [GO:0005829]	409.86
Sphingolipid	plasma membrane [GO:0005886]	409.86
Sphingolipid	nuclear outer membrane [GO:0005640]	409.86
Sphingolipid	Golgi apparatus [GO:0005794]	409.86
Sphingolipid	endosome membrane [GO:0010008]	181.81
Sphingolipid	cytosol [GO:0005829]	181.81
Sphingolipid	plasma membrane [GO:0005886]	181.81
Sphingolipid	nuclear outer membrane [GO:0005640]	181.81
Sphingolipid	Golgi apparatus [GO:0005794]	181.81
Sphingolipid	clathrin-coated pit [GO:0005905]	302.3
Sphingolipid	membrane [GO:0016020]	302.3
Sphingolipid	cytosol [GO:0005829]	302.3
Sphingolipid	endocytic vesicle [GO:0030139]	302.3
Sphingolipid	cytoplasm [GO:0005737]	302.3
Sphingolipid	plasma membrane [GO:0005886]	302.3
Sphingolipid	intracellular membrane-bounded organelle [GO:0043231]	302.3
