class	GO_CC	hydrophobicity_score
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	41.92
Glycerophospholipid	mitochondrion [GO:0005739]	81.0
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	81.0
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	81.0
Glycerophospholipid	mitochondrial membrane [GO:0031966]	81.0
Glycerophospholipid	neuronal cell body [GO:0043025]	81.0
Glycerophospholipid	dendrite [GO:0030425]	81.0
Glycerophospholipid	plasma membrane [GO:0005886]	43.29
Glycerophospholipid	photosystem II [GO:0009523]	60.23
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	60.23
Glycerophospholipid	photosystem II [GO:0009523]	60.23
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	60.23
Glycerophospholipid	membrane [GO:0016020]	61.33
Glycerophospholipid	thylakoid [GO:0009579]	61.33
Glycerophospholipid	membrane [GO:0016020]	61.33
Glycerophospholipid	thylakoid [GO:0009579]	61.33
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	0.0
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.0
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	75.88
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	75.88
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	40.62
Glycerophospholipid	membrane [GO:0016020]	51.62
Glycerophospholipid	mitochondrion [GO:0005739]	72.75
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	72.75
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	72.75
Glycerophospholipid	nucleoplasm [GO:0005654]	60.65
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	69.0
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	69.0
Glycerophospholipid	mitochondrion [GO:0005739]	66.08
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	66.08
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	66.08
Glycerophospholipid	cytosol [GO:0005829]	35.33
Glycerophospholipid	fascia adherens [GO:0005916]	35.33
Glycerophospholipid	contractile fiber [GO:0043292]	35.33
Glycerophospholipid	Golgi membrane [GO:0000139]	35.33
Glycerophospholipid	intercalated disc [GO:0014704]	35.33
Glycerophospholipid	connexin complex [GO:0005922]	35.33
Glycerophospholipid	focal adhesion [GO:0005925]	35.33
Glycerophospholipid	Golgi-associated vesicle membrane [GO:0030660]	35.33
Glycerophospholipid	apical plasma membrane [GO:0016324]	35.33
Glycerophospholipid	plasma membrane [GO:0005886]	35.33
Glycerophospholipid	intracellular membrane-bounded organelle [GO:0043231]	35.33
Glycerophospholipid	membrane raft [GO:0045121]	35.33
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	35.33
Glycerophospholipid	lateral plasma membrane [GO:0016328]	35.33
Glycerophospholipid	tight junction [GO:0070160]	35.33
Glycerophospholipid	cytoplasm [GO:0005737]	35.33
Glycerophospholipid	Golgi apparatus [GO:0005794]	35.33
Glycerophospholipid	mitochondrion [GO:0005739]	35.33
Glycerophospholipid	cell junction [GO:0030054]	35.33
Glycerophospholipid	gap junction [GO:0005921]	35.33
Glycerophospholipid	intermediate filament [GO:0005882]	35.33
Glycerophospholipid	cell-cell contact zone [GO:0044291]	35.33
Glycerophospholipid	nucleoplasm [GO:0005654]	35.33
Glycerophospholipid	nucleus [GO:0005634]	35.33
Glycerophospholipid	membrane [GO:0016020]	26.36
Glycerophospholipid	melanosome [GO:0042470]	26.36
Glycerophospholipid	sarcolemma [GO:0042383]	26.36
Glycerophospholipid	plasma membrane [GO:0005886]	26.36
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	26.36
Glycerophospholipid	sodium:potassium-exchanging ATPase complex [GO:0005890]	26.36
Glycerophospholipid	axon [GO:0030424]	26.36
Glycerophospholipid	membrane [GO:0016020]	70.76
Glycerophospholipid	extracellular exosome [GO:0070062]	70.76
Glycerophospholipid	late endosome membrane [GO:0031902]	70.76
Glycerophospholipid	nuclear inner membrane [GO:0005637]	70.76
Glycerophospholipid	protein-containing complex [GO:0032991]	70.76
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	70.76
Glycerophospholipid	early endosome membrane [GO:0031901]	70.76
Glycerophospholipid	respiratory chain complex I [GO:0045271]	55.17
Glycerophospholipid	plasma membrane [GO:0005886]	55.17
Glycerophospholipid	membrane [GO:0016020]	55.17
Glycerophospholipid	NADH dehydrogenase complex [GO:0030964]	55.17
Glycerophospholipid	plasma membrane respiratory chain complex I [GO:0045272]	55.17
Glycerophospholipid	postsynaptic density membrane [GO:0098839]	52.12
Glycerophospholipid	somatodendritic compartment [GO:0036477]	52.12
Glycerophospholipid	AMPA glutamate receptor complex [GO:0032281]	52.12
Glycerophospholipid	excitatory synapse [GO:0060076]	52.12
Glycerophospholipid	Schaffer collateral - CA1 synapse [GO:0098685]	52.12
Glycerophospholipid	dendrite [GO:0030425]	52.12
Glycerophospholipid	glutamatergic synapse [GO:0098978]	52.12
Glycerophospholipid	mitochondrion [GO:0005739]	80.18
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	80.18
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	49.33
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	49.33
Glycerophospholipid	plasma membrane [GO:0005886]	63.8
Glycerophospholipid	dendrite [GO:0030425]	63.8
Glycerophospholipid	calcium channel complex [GO:0034704]	63.8
Glycerophospholipid	growth cone [GO:0030426]	63.8
Glycerophospholipid	cation channel complex [GO:0034703]	63.8
Glycerophospholipid	neuronal cell body [GO:0043025]	63.8
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	55.08
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	55.08
