class	GO_CC	pock_vol
Saccharolipid	cell outer membrane [GO:0009279]	396.15
Saccharolipid	cytoplasm [GO:0005737]	1378.91
Saccharolipid	cytoplasm [GO:0005737]	1277.37
Saccharolipid	membrane [GO:0016020]	1003.73
Saccharolipid	Golgi membrane [GO:0000139]	1003.73
Saccharolipid	membrane [GO:0016020]	1057.93
Saccharolipid	Golgi membrane [GO:0000139]	1057.93
Saccharolipid	plasma membrane [GO:0005886]	1506.85
Saccharolipid	basement membrane [GO:0005604]	1170.46
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	1170.46
Saccharolipid	neuromuscular junction [GO:0031594]	1170.46
Saccharolipid	plasma membrane [GO:0005886]	1170.46
Saccharolipid	membrane [GO:0016020]	1170.46
Saccharolipid	side of membrane [GO:0098552]	1170.46
Saccharolipid	synapse [GO:0045202]	1170.46
Saccharolipid	extracellular region [GO:0005576]	1170.46
Saccharolipid	extracellular space [GO:0005615]	1170.46
Saccharolipid	synaptic cleft [GO:0043083]	1170.46
Saccharolipid	nucleus [GO:0005634]	1170.46
Saccharolipid	cell surface [GO:0009986]	1170.46
Saccharolipid	Golgi apparatus [GO:0005794]	1170.46
Saccharolipid	basement membrane [GO:0005604]	620.36
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	620.36
Saccharolipid	neuromuscular junction [GO:0031594]	620.36
Saccharolipid	plasma membrane [GO:0005886]	620.36
Saccharolipid	membrane [GO:0016020]	620.36
Saccharolipid	side of membrane [GO:0098552]	620.36
Saccharolipid	synapse [GO:0045202]	620.36
Saccharolipid	extracellular region [GO:0005576]	620.36
Saccharolipid	extracellular space [GO:0005615]	620.36
Saccharolipid	synaptic cleft [GO:0043083]	620.36
Saccharolipid	nucleus [GO:0005634]	620.36
Saccharolipid	cell surface [GO:0009986]	620.36
Saccharolipid	Golgi apparatus [GO:0005794]	620.36
Saccharolipid	membrane [GO:0016020]	1227.01
Saccharolipid	Golgi apparatus [GO:0005794]	1227.01
Saccharolipid	membrane [GO:0016020]	1315.99
Saccharolipid	Golgi apparatus [GO:0005794]	1315.99
Saccharolipid	membrane [GO:0016020]	1120.54
Saccharolipid	plasma membrane [GO:0005886]	1198.91
Saccharolipid	plasma membrane [GO:0005886]	1217.52
Saccharolipid	cytoplasm [GO:0005737]	1263.17
Saccharolipid	cytoplasm [GO:0005737]	1235.41
