class	as_max_dst
Glycerophospholipid	25.96
Glycerophospholipid	15.6
Glycerophospholipid	20.1
Glycerophospholipid	26.77
Glycerophospholipid	11.03
Glycerophospholipid	13.29
Glycerophospholipid	10.82
Glycerophospholipid	15.98
Glycerophospholipid	19.07
Glycerophospholipid	17.46
Glycerophospholipid	23.09
Glycerophospholipid	6.5
Glycerophospholipid	16.62
Glycerophospholipid	12.38
Glycerophospholipid	17.47
Glycerophospholipid	9.97
Glycerophospholipid	17.11
Glycerophospholipid	18.18
Glycerophospholipid	25.49
Glycerophospholipid	26.46
Glycerophospholipid	32.65
Glycerophospholipid	15.03
Glycerophospholipid	18.19
Glycerophospholipid	22.9
Glycerophospholipid	12.9
Glycerophospholipid	27.72
Glycerophospholipid	24.62
Glycerophospholipid	19.18
Glycerophospholipid	21.98
Glycerophospholipid	32.35
Glycerophospholipid	8.38
Glycerophospholipid	8.12
Glycerophospholipid	16.24
Glycerophospholipid	4.04
Glycerophospholipid	25.0
Glycerophospholipid	18.36
Glycerophospholipid	8.18
Glycerophospholipid	13.04
Glycerophospholipid	4.19
Glycerophospholipid	28.7
Glycerophospholipid	15.43
Glycerophospholipid	-1.0
Glycerophospholipid	20.13
Glycerophospholipid	22.77
Glycerophospholipid	16.53
Glycerophospholipid	-1.0
Glycerophospholipid	20.4
Glycerophospholipid	26.19
Glycerophospholipid	18.59
Glycerophospholipid	19.83
Glycerophospholipid	-1.0
Glycerophospholipid	17.1
Glycerophospholipid	17.68
Glycerophospholipid	15.68
Glycerophospholipid	7.12
Glycerophospholipid	-1.0
Glycerophospholipid	14.84
Glycerophospholipid	23.05
Glycerophospholipid	25.91
Glycerophospholipid	24.3
Glycerophospholipid	21.42
Glycerophospholipid	23.06
Glycerophospholipid	14.94
Glycerophospholipid	20.28
Glycerophospholipid	13.54
Glycerophospholipid	-1.0
Glycerophospholipid	8.89
Glycerophospholipid	12.32
Glycerophospholipid	-1.0
Glycerophospholipid	30.9
Glycerophospholipid	-1.0
Glycerophospholipid	27.74
Glycerophospholipid	23.27
Glycerophospholipid	32.67
Glycerophospholipid	11.07
Glycerophospholipid	18.19
Glycerophospholipid	30.85
Glycerophospholipid	19.66
Glycerophospholipid	7.04
Glycerophospholipid	8.89
Glycerophospholipid	22.97
Glycerophospholipid	14.89
Glycerophospholipid	13.23
Glycerophospholipid	21.74
Glycerophospholipid	22.36
Glycerophospholipid	12.76
Glycerophospholipid	14.27
Glycerophospholipid	13.36
Glycerophospholipid	-1.0
Glycerophospholipid	32.51
Glycerophospholipid	12.26
Glycerophospholipid	8.39
Glycerophospholipid	12.72
Glycerophospholipid	13.13
Glycerophospholipid	20.52
Glycerophospholipid	17.35
Glycerophospholipid	19.71
Glycerophospholipid	10.22
Glycerophospholipid	12.63
Glycerophospholipid	13.21
Glycerophospholipid	15.7
Glycerophospholipid	10.85
Glycerophospholipid	20.25
Glycerophospholipid	9.99
Glycerophospholipid	20.18
Glycerophospholipid	27.23
Glycerophospholipid	17.8
Glycerophospholipid	19.49
Glycerophospholipid	14.25
Glycerophospholipid	20.05
Glycerophospholipid	25.81
Glycerophospholipid	20.24
Glycerophospholipid	14.98
Glycerophospholipid	17.23
Glycerophospholipid	11.27
Glycerophospholipid	14.26
Glycerophospholipid	-1.0
Glycerophospholipid	12.4
Glycerophospholipid	14.26
Glycerophospholipid	11.01
Glycerophospholipid	17.5
Glycerophospholipid	15.99
Glycerophospholipid	26.06
Glycerophospholipid	20.48
Glycerophospholipid	-1.0
Glycerophospholipid	21.36
Glycerophospholipid	16.98
Glycerophospholipid	11.32
Glycerophospholipid	10.9
Glycerophospholipid	18.14
Glycerophospholipid	12.72
Glycerophospholipid	-1.0
Glycerophospholipid	20.04
Glycerophospholipid	13.33
Glycerophospholipid	-1.0
Glycerophospholipid	25.49
Glycerophospholipid	23.31
Glycerophospholipid	20.38
Glycerophospholipid	9.94
Glycerophospholipid	12.67
Glycerophospholipid	11.54
Glycerophospholipid	7.04
Glycerophospholipid	9.86
Glycerophospholipid	18.84
Glycerophospholipid	14.25
Glycerophospholipid	10.06
Glycerophospholipid	10.07
Glycerophospholipid	26.02
Glycerophospholipid	23.89
Glycerophospholipid	21.63
Glycerophospholipid	18.11
Glycerophospholipid	25.83
Glycerophospholipid	8.72
Glycerophospholipid	21.87
Glycerophospholipid	-1.0
Glycerophospholipid	10.81
Glycerophospholipid	18.79
Glycerophospholipid	13.75
Glycerophospholipid	23.55
Glycerophospholipid	17.35
Glycerophospholipid	6.92
Glycerophospholipid	19.28
Glycerophospholipid	11.52
Glycerophospholipid	19.36
Glycerophospholipid	25.6
Glycerophospholipid	24.26
Glycerophospholipid	22.67
Glycerophospholipid	11.99
Glycerophospholipid	17.22
Glycerophospholipid	18.47
Glycerophospholipid	24.53
Glycerophospholipid	10.03
Glycerophospholipid	12.68
Glycerophospholipid	23.07
Glycerophospholipid	16.27
Glycerophospholipid	15.63
Glycerophospholipid	11.45
Glycerophospholipid	15.01
Glycerophospholipid	-1.0
Glycerophospholipid	24.58
Glycerophospholipid	14.26
Glycerophospholipid	9.53
Glycerophospholipid	12.5
Glycerophospholipid	6.59
Glycerophospholipid	-1.0
Glycerophospholipid	21.99
Glycerophospholipid	18.96
Glycerophospholipid	10.71
Glycerophospholipid	-1.0
Glycerophospholipid	21.52
Glycerophospholipid	7.21
Glycerophospholipid	25.69
Glycerophospholipid	9.63
Glycerophospholipid	11.18
Glycerophospholipid	14.02
Glycerophospholipid	4.93
Glycerophospholipid	11.85
Glycerophospholipid	4.81
Glycerophospholipid	5.89
Glycerophospholipid	16.41
Glycerophospholipid	21.92
Glycerophospholipid	12.81
Glycerophospholipid	28.27
Glycerophospholipid	28.72
Glycerophospholipid	18.07
Glycerophospholipid	24.72
Glycerophospholipid	10.77
Glycerophospholipid	14.26
Glycerophospholipid	24.01
Glycerophospholipid	28.64
Glycerophospholipid	10.99
Glycerophospholipid	27.84
Glycerophospholipid	15.88
Glycerophospholipid	-1.0
Glycerophospholipid	23.98
Glycerophospholipid	-1.0
Glycerophospholipid	9.77
Glycerophospholipid	18.98
Glycerophospholipid	7.95
Glycerophospholipid	12.52
Glycerophospholipid	22.82
Glycerophospholipid	11.82
Glycerophospholipid	-1.0
Glycerophospholipid	14.5
Glycerophospholipid	17.7
Glycerophospholipid	14.89
Glycerophospholipid	11.9
Glycerophospholipid	8.5
Glycerophospholipid	16.44
Glycerophospholipid	16.77
Glycerophospholipid	8.26
Glycerophospholipid	18.5
Glycerophospholipid	24.44
Glycerophospholipid	11.54
Glycerophospholipid	8.8
Glycerophospholipid	18.27
Glycerophospholipid	13.86
Glycerophospholipid	17.46
Glycerophospholipid	23.35
Glycerophospholipid	15.31
Glycerophospholipid	27.68
Glycerophospholipid	18.71
Glycerophospholipid	9.21
Glycerophospholipid	18.86
Glycerophospholipid	14.93
Glycerophospholipid	7.68
Glycerophospholipid	18.18
Glycerophospholipid	19.63
Glycerophospholipid	13.75
Glycerophospholipid	-1.0
Glycerophospholipid	10.06
Glycerophospholipid	16.35
Glycerophospholipid	14.66
Glycerophospholipid	8.48
Glycerophospholipid	16.75
Glycerophospholipid	10.18
Glycerophospholipid	31.99
Glycerophospholipid	25.83
Glycerophospholipid	16.63
Glycerophospholipid	11.85
Glycerophospholipid	25.54
Glycerophospholipid	14.39
Glycerophospholipid	18.49
Glycerophospholipid	17.59
Glycerophospholipid	23.96
Glycerophospholipid	9.78
Glycerophospholipid	6.14
Glycerophospholipid	26.56
Glycerophospholipid	10.43
Glycerophospholipid	12.8
Glycerophospholipid	10.83
Glycerophospholipid	17.82
Glycerophospholipid	13.45
Glycerophospholipid	21.7
Glycerophospholipid	11.35
Glycerophospholipid	2.33
Glycerophospholipid	23.36
Glycerophospholipid	21.26
Glycerophospholipid	13.09
Glycerophospholipid	20.65
Glycerophospholipid	13.44
Glycerophospholipid	12.61
Glycerophospholipid	12.52
Glycerophospholipid	8.08
Glycerophospholipid	12.07
Glycerophospholipid	26.9
Glycerophospholipid	22.79
Glycerophospholipid	5.83
Glycerophospholipid	12.99
Glycerophospholipid	12.84
Glycerophospholipid	23.27
Glycerophospholipid	6.83
Glycerophospholipid	26.19
Glycerophospholipid	8.84
Glycerophospholipid	-1.0
Glycerophospholipid	27.64
Glycerophospholipid	9.55
Glycerophospholipid	15.88
Glycerophospholipid	1.45
Glycerophospholipid	7.66
Glycerophospholipid	27.85
Glycerophospholipid	0.05
Glycerophospholipid	15.73
Glycerophospholipid	20.17
Glycerophospholipid	25.08
Glycerophospholipid	16.5
Glycerophospholipid	16.28
Glycerophospholipid	23.36
Glycerophospholipid	14.94
Glycerophospholipid	25.24
Glycerophospholipid	13.96
Glycerophospholipid	23.82
Glycerophospholipid	9.74
Glycerophospholipid	22.83
Glycerophospholipid	17.95
Glycerophospholipid	18.77
Glycerophospholipid	18.54
Glycerophospholipid	23.72
Glycerophospholipid	-1.0
Glycerophospholipid	19.28
Glycerophospholipid	8.98
Glycerophospholipid	24.23
Glycerophospholipid	15.94
Glycerophospholipid	13.09
Glycerophospholipid	20.32
Glycerophospholipid	17.93
Glycerophospholipid	21.1
Glycerophospholipid	11.5
Glycerophospholipid	22.44
Glycerophospholipid	23.78
Glycerophospholipid	-1.0
Glycerophospholipid	11.49
Glycerophospholipid	11.4
Glycerophospholipid	11.65
Glycerophospholipid	25.75
Glycerophospholipid	14.22
Glycerophospholipid	15.81
Glycerophospholipid	-1.0
Glycerophospholipid	22.74
Glycerophospholipid	24.41
Glycerophospholipid	13.31
Glycerophospholipid	12.57
Glycerophospholipid	23.44
Glycerophospholipid	12.0
Glycerophospholipid	16.91
Glycerophospholipid	20.85
Glycerophospholipid	-1.0
Glycerophospholipid	17.25
Glycerophospholipid	25.93
Glycerophospholipid	19.99
Glycerophospholipid	13.72
Glycerophospholipid	24.14
Glycerophospholipid	18.67
Glycerophospholipid	9.16
Glycerophospholipid	17.9
Glycerophospholipid	21.87
Glycerophospholipid	13.28
Glycerophospholipid	-1.0
Glycerophospholipid	20.24
Glycerophospholipid	19.69
Glycerophospholipid	16.07
Glycerophospholipid	10.88
Glycerophospholipid	24.65
Glycerophospholipid	15.01
Glycerophospholipid	19.94
Glycerophospholipid	18.68
Glycerophospholipid	25.8
Glycerophospholipid	12.8
Glycerophospholipid	22.23
Glycerophospholipid	16.14
Glycerophospholipid	6.49
Glycerophospholipid	17.01
Glycerophospholipid	9.16
Glycerophospholipid	20.57
Glycerophospholipid	1.55
Glycerophospholipid	7.83
Glycerophospholipid	11.86
Glycerophospholipid	17.38
Glycerophospholipid	10.09
Glycerophospholipid	11.75
Glycerophospholipid	26.35
Glycerophospholipid	16.74
Glycerophospholipid	9.97
Glycerophospholipid	25.91
Glycerophospholipid	1.45
Glycerophospholipid	10.63
Glycerophospholipid	15.8
Glycerophospholipid	14.93
Glycerophospholipid	10.38
Glycerophospholipid	17.74
Glycerophospholipid	18.38
Glycerophospholipid	12.07
Glycerophospholipid	17.87
Glycerophospholipid	24.73
Glycerophospholipid	13.77
Glycerophospholipid	25.1
Glycerophospholipid	-1.0
Glycerophospholipid	16.22
Glycerophospholipid	7.53
Glycerophospholipid	10.22
Glycerophospholipid	26.5
Glycerophospholipid	5.61
Glycerophospholipid	14.83
Glycerophospholipid	22.25
Glycerophospholipid	19.15
Glycerophospholipid	21.91
Glycerophospholipid	19.43
Glycerophospholipid	-1.0
Glycerophospholipid	21.98
Glycerophospholipid	16.38
Glycerophospholipid	4.6
Glycerophospholipid	14.86
Glycerophospholipid	17.02
Glycerophospholipid	17.04
Glycerophospholipid	8.1
Glycerophospholipid	26.27
Glycerophospholipid	13.31
Glycerophospholipid	16.94
Glycerophospholipid	16.98
Glycerophospholipid	13.11
Glycerophospholipid	19.06
Glycerophospholipid	16.14
Glycerophospholipid	12.92
Glycerophospholipid	9.04
Glycerophospholipid	17.52
Glycerophospholipid	12.64
Glycerophospholipid	18.95
Glycerophospholipid	11.41
Glycerophospholipid	-1.0
Glycerophospholipid	13.32
Glycerophospholipid	20.71
Glycerophospholipid	22.59
Glycerophospholipid	23.93
Glycerophospholipid	15.91
Glycerophospholipid	10.97
Glycerophospholipid	33.93
Glycerophospholipid	22.13
Glycerophospholipid	23.33
Glycerophospholipid	23.33
Glycerophospholipid	29.39
Glycerophospholipid	5.7
Glycerophospholipid	7.89
Glycerophospholipid	-1.0
Glycerophospholipid	18.77
Glycerophospholipid	24.24
Glycerophospholipid	11.18
Glycerophospholipid	17.34
Glycerophospholipid	10.66
Glycerophospholipid	18.17
Glycerophospholipid	-1.0
Glycerophospholipid	15.99
Glycerophospholipid	9.03
Glycerophospholipid	17.15
Glycerophospholipid	7.64
Glycerophospholipid	16.69
Glycerophospholipid	22.02
Glycerophospholipid	10.82
Glycerophospholipid	29.45
Glycerophospholipid	23.32
Glycerophospholipid	18.64
Glycerophospholipid	-1.0
Glycerophospholipid	10.91
Glycerophospholipid	29.5
Glycerophospholipid	14.79
Glycerophospholipid	17.16
Glycerophospholipid	18.75
Glycerophospholipid	17.65
Glycerophospholipid	14.52
Glycerophospholipid	10.7
Glycerophospholipid	20.8
Glycerophospholipid	20.17
Glycerophospholipid	13.57
Glycerophospholipid	22.64
Glycerophospholipid	27.09
Glycerophospholipid	1.82
Glycerophospholipid	16.95
Glycerophospholipid	20.31
Glycerophospholipid	22.85
Glycerophospholipid	22.56
Glycerophospholipid	13.68
Glycerophospholipid	15.34
Glycerophospholipid	3.2
Glycerophospholipid	15.45
Glycerophospholipid	27.26
Glycerophospholipid	7.84
Glycerophospholipid	13.4
Glycerophospholipid	27.91
Glycerophospholipid	23.53
Glycerophospholipid	22.22
Glycerophospholipid	21.17
Glycerophospholipid	10.06
Glycerophospholipid	0.35
Glycerophospholipid	12.22
Glycerophospholipid	20.91
Glycerophospholipid	5.59
Glycerophospholipid	21.03
Glycerophospholipid	11.99
Glycerophospholipid	4.28
Glycerophospholipid	23.44
Glycerophospholipid	-1.0
Glycerophospholipid	-1.0
Glycerophospholipid	9.94
Glycerophospholipid	23.28
Glycerophospholipid	26.24
Glycerophospholipid	5.62
Glycerophospholipid	22.92
Glycerophospholipid	25.77
Glycerophospholipid	26.83
Glycerophospholipid	7.56
Glycerophospholipid	6.78
Glycerophospholipid	14.64
Glycerophospholipid	20.83
Glycerophospholipid	11.32
Glycerophospholipid	16.82
Glycerophospholipid	21.65
Glycerophospholipid	10.79
Glycerophospholipid	16.16
Glycerophospholipid	17.0
Glycerophospholipid	28.2
Glycerophospholipid	8.77
Glycerophospholipid	13.99
Glycerophospholipid	3.63
Glycerophospholipid	2.53
Glycerophospholipid	30.47
Glycerophospholipid	-1.0
Glycerophospholipid	21.44
Glycerophospholipid	10.58
Glycerophospholipid	14.78
Glycerophospholipid	18.42
Glycerophospholipid	10.47
Glycerophospholipid	14.7
Glycerophospholipid	16.22
Glycerophospholipid	10.32
Glycerophospholipid	8.42
Glycerophospholipid	19.4
Glycerophospholipid	18.08
Glycerophospholipid	21.32
Glycerophospholipid	0.92
Glycerophospholipid	21.03
Glycerophospholipid	30.13
Glycerophospholipid	23.31
Glycerophospholipid	20.32
Glycerophospholipid	24.55
Glycerophospholipid	15.93
Glycerophospholipid	-1.0
Glycerophospholipid	7.4
Glycerophospholipid	12.87
Glycerophospholipid	4.12
Glycerophospholipid	25.18
Glycerophospholipid	14.45
Glycerophospholipid	27.37
Glycerophospholipid	19.23
Glycerophospholipid	24.88
Glycerophospholipid	23.94
Glycerophospholipid	4.72
Glycerophospholipid	19.43
Glycerophospholipid	14.52
Glycerophospholipid	15.59
Glycerophospholipid	17.25
Glycerophospholipid	23.1
Glycerophospholipid	7.28
Glycerophospholipid	19.89
Glycerophospholipid	7.15
Glycerophospholipid	24.1
Glycerophospholipid	22.72
Glycerophospholipid	19.92
Glycerophospholipid	21.27
Glycerophospholipid	12.98
Glycerophospholipid	23.67
Glycerophospholipid	9.29
Glycerophospholipid	28.29
Glycerophospholipid	19.33
Glycerophospholipid	24.02
Glycerophospholipid	20.03
Glycerophospholipid	19.2
Glycerophospholipid	13.4
Glycerophospholipid	13.13
Glycerophospholipid	-1.0
Glycerophospholipid	17.62
Glycerophospholipid	25.0
Glycerophospholipid	19.43
Glycerophospholipid	19.63
Glycerophospholipid	24.94
Glycerophospholipid	7.81
Glycerophospholipid	16.09
Glycerophospholipid	31.05
Glycerophospholipid	17.69
Glycerophospholipid	12.52
Glycerophospholipid	16.22
Glycerophospholipid	10.45
Glycerophospholipid	12.87
Glycerophospholipid	9.13
Glycerophospholipid	16.37
Glycerophospholipid	-1.0
Glycerophospholipid	21.48
Glycerophospholipid	18.1
Glycerophospholipid	19.17
Glycerophospholipid	24.76
Glycerophospholipid	20.18
Glycerophospholipid	12.72
Glycerophospholipid	17.38
Glycerophospholipid	14.22
Glycerophospholipid	24.07
Glycerophospholipid	8.33
Glycerophospholipid	22.33
Glycerophospholipid	18.04
Glycerophospholipid	25.68
Glycerophospholipid	14.89
Glycerophospholipid	12.95
Glycerophospholipid	21.55
Glycerophospholipid	10.34
Glycerophospholipid	13.45
Glycerophospholipid	21.88
Glycerophospholipid	24.75
Glycerophospholipid	3.74
Glycerophospholipid	15.75
Glycerophospholipid	6.5
Glycerophospholipid	5.58
Glycerophospholipid	8.32
Glycerophospholipid	10.18
Glycerophospholipid	18.78
Glycerophospholipid	22.98
Glycerophospholipid	-1.0
Glycerophospholipid	14.3
Glycerophospholipid	10.91
Glycerophospholipid	17.53
Glycerophospholipid	7.85
Glycerophospholipid	28.79
Glycerophospholipid	-1.0
Glycerophospholipid	29.0
Glycerophospholipid	6.16
Glycerophospholipid	20.27
Glycerophospholipid	14.87
Glycerophospholipid	14.37
Glycerophospholipid	10.34
Glycerophospholipid	18.77
Glycerophospholipid	27.22
Glycerophospholipid	25.24
Glycerophospholipid	21.98
Glycerophospholipid	19.52
Glycerophospholipid	11.26
Glycerophospholipid	8.49
Glycerophospholipid	14.98
Glycerophospholipid	23.89
Glycerophospholipid	8.34
Glycerophospholipid	25.72
Glycerophospholipid	10.65
Glycerophospholipid	3.59
Glycerophospholipid	-1.0
Glycerophospholipid	24.95
Glycerophospholipid	-1.0
Glycerophospholipid	23.16
Glycerophospholipid	-1.0
Glycerophospholipid	15.46
Glycerophospholipid	14.51
Glycerophospholipid	2.05
Glycerophospholipid	13.78
Glycerophospholipid	12.74
Glycerophospholipid	20.52
Glycerophospholipid	22.1
Glycerophospholipid	-1.0
Glycerophospholipid	7.28
Glycerophospholipid	14.7
Glycerophospholipid	17.49
Glycerophospholipid	23.55
Glycerophospholipid	12.15
Glycerophospholipid	8.62
Glycerophospholipid	21.58
Glycerophospholipid	19.17
Glycerophospholipid	11.01
Glycerophospholipid	19.07
Glycerophospholipid	20.63
Glycerophospholipid	15.79
Glycerophospholipid	15.72
Glycerophospholipid	13.76
Glycerophospholipid	15.27
Glycerophospholipid	15.28
Glycerophospholipid	13.97
Glycerophospholipid	9.89
Glycerophospholipid	27.89
Glycerophospholipid	13.14
Glycerophospholipid	19.02
Glycerophospholipid	29.37
Glycerophospholipid	22.86
Glycerophospholipid	21.8
Glycerophospholipid	0.85
Glycerophospholipid	20.81
Glycerophospholipid	24.67
Glycerophospholipid	6.98
Glycerophospholipid	8.94
Glycerophospholipid	28.26
Glycerophospholipid	19.42
Glycerophospholipid	23.57
Glycerophospholipid	15.93
Glycerophospholipid	24.95
Glycerophospholipid	0.06
Glycerophospholipid	17.74
Glycerophospholipid	31.0
Glycerophospholipid	24.46
Glycerophospholipid	7.59
Glycerophospholipid	15.15
Glycerophospholipid	18.86
Glycerophospholipid	23.11
Glycerophospholipid	12.21
Glycerophospholipid	20.71
Glycerophospholipid	20.34
Glycerophospholipid	24.78
Glycerophospholipid	13.91
Glycerophospholipid	-1.0
Glycerophospholipid	12.29
Glycerophospholipid	6.82
Glycerophospholipid	16.21
Glycerophospholipid	21.7
Glycerophospholipid	31.11
Glycerophospholipid	13.81
Glycerophospholipid	16.23
Glycerophospholipid	7.75
Glycerophospholipid	15.47
Glycerophospholipid	27.8
Glycerophospholipid	20.5
Glycerophospholipid	24.13
Glycerophospholipid	9.15
Glycerophospholipid	11.44
Glycerophospholipid	10.37
Glycerophospholipid	25.79
Glycerophospholipid	16.53
Glycerophospholipid	21.5
Glycerophospholipid	6.3
Glycerophospholipid	28.71
Glycerophospholipid	12.39
Glycerophospholipid	22.61
Glycerophospholipid	19.72
Glycerophospholipid	10.32
Glycerophospholipid	5.42
Glycerophospholipid	19.67
Glycerophospholipid	20.03
Glycerophospholipid	6.99
Glycerophospholipid	25.54
Glycerophospholipid	14.4
Glycerophospholipid	29.87
Glycerophospholipid	27.02
Glycerophospholipid	6.31
Glycerophospholipid	15.56
Glycerophospholipid	12.68
Glycerophospholipid	20.67
Glycerophospholipid	20.86
Glycerophospholipid	7.56
Glycerophospholipid	3.99
Glycerophospholipid	26.78
Glycerophospholipid	13.69
Glycerophospholipid	-1.0
Glycerophospholipid	22.61
Glycerophospholipid	19.92
Glycerophospholipid	21.62
Glycerophospholipid	12.63
Glycerophospholipid	19.54
Glycerophospholipid	20.0
Glycerophospholipid	12.51
Glycerophospholipid	9.51
Glycerophospholipid	20.2
Glycerophospholipid	22.01
Glycerophospholipid	18.29
Glycerophospholipid	17.41
Glycerophospholipid	14.24
Glycerophospholipid	15.86
Glycerophospholipid	15.75
Glycerophospholipid	12.29
Glycerophospholipid	9.05
Glycerophospholipid	13.95
Glycerophospholipid	10.8
Glycerophospholipid	26.59
Glycerophospholipid	12.84
Glycerophospholipid	24.03
Glycerophospholipid	24.31
Glycerophospholipid	14.26
Glycerophospholipid	27.0
Glycerophospholipid	-1.0
Glycerophospholipid	10.13
Glycerophospholipid	14.94
Glycerophospholipid	16.07
Glycerophospholipid	13.65
Glycerophospholipid	19.89
Glycerophospholipid	-1.0
Glycerophospholipid	21.3
Glycerophospholipid	16.04
Glycerophospholipid	18.98
Glycerophospholipid	-1.0
Glycerophospholipid	10.33
Glycerophospholipid	11.4
Glycerophospholipid	8.4
Glycerophospholipid	10.5
Glycerophospholipid	10.3
Glycerophospholipid	10.12
Glycerophospholipid	12.68
Glycerophospholipid	13.66
Glycerophospholipid	16.62
Glycerophospholipid	24.3
Glycerophospholipid	22.11
Glycerophospholipid	13.64
Glycerophospholipid	24.81
Glycerophospholipid	25.69
Glycerophospholipid	6.38
Glycerophospholipid	1.4
Glycerophospholipid	9.21
Glycerophospholipid	16.87
Glycerophospholipid	0.71
Glycerophospholipid	17.84
Glycerophospholipid	14.3
Glycerophospholipid	5.0
Glycerophospholipid	-1.0
Glycerophospholipid	22.53
Glycerophospholipid	7.07
Glycerophospholipid	14.69
Glycerophospholipid	25.25
Glycerophospholipid	15.75
Glycerophospholipid	22.17
Glycerophospholipid	16.32
Glycerophospholipid	12.17
Glycerophospholipid	20.44
Glycerophospholipid	7.37
Glycerophospholipid	2.19
Glycerophospholipid	23.93
Glycerophospholipid	24.1
Glycerophospholipid	13.99
Glycerophospholipid	24.38
Glycerophospholipid	26.77
Glycerophospholipid	12.94
Glycerophospholipid	14.31
Glycerophospholipid	9.51
Glycerophospholipid	17.47
Glycerophospholipid	7.71
Glycerophospholipid	-1.0
Glycerophospholipid	13.61
Glycerophospholipid	11.04
Glycerophospholipid	23.73
Glycerophospholipid	13.47
Glycerophospholipid	13.8
Glycerophospholipid	21.73
Glycerophospholipid	25.31
Glycerophospholipid	13.96
Glycerophospholipid	11.32
Glycerophospholipid	22.8
Glycerophospholipid	20.21
Glycerophospholipid	10.21
Glycerophospholipid	26.6
Glycerophospholipid	8.87
Glycerophospholipid	8.99
Glycerophospholipid	21.92
Glycerophospholipid	20.72
Glycerophospholipid	6.04
Glycerophospholipid	15.42
Glycerophospholipid	20.6
Glycerophospholipid	22.02
Glycerophospholipid	8.25
Glycerophospholipid	21.16
Glycerophospholipid	2.09
Glycerophospholipid	13.09
Glycerophospholipid	9.9
Glycerophospholipid	15.57
Glycerophospholipid	13.75
Glycerophospholipid	31.72
Glycerophospholipid	0.65
Glycerophospholipid	25.88
Glycerophospholipid	8.04
Glycerophospholipid	8.37
Glycerophospholipid	31.3
Glycerophospholipid	12.8
Glycerophospholipid	5.26
Glycerophospholipid	18.8
Glycerophospholipid	27.36
Glycerophospholipid	9.44
Glycerophospholipid	10.47
Glycerophospholipid	10.23
Glycerophospholipid	15.58
Glycerophospholipid	23.31
Glycerophospholipid	20.99
Glycerophospholipid	21.75
Glycerophospholipid	8.83
Glycerophospholipid	25.3
Glycerophospholipid	5.05
Glycerophospholipid	0.21
Glycerophospholipid	7.96
Glycerophospholipid	22.72
Glycerophospholipid	12.21
Glycerophospholipid	18.12
Glycerophospholipid	18.03
Glycerophospholipid	21.3
Glycerophospholipid	23.01
Glycerophospholipid	20.18
Glycerophospholipid	23.25
Glycerophospholipid	8.53
Glycerophospholipid	16.01
Glycerophospholipid	16.08
Glycerophospholipid	18.52
Glycerophospholipid	13.28
Glycerophospholipid	3.49
Glycerophospholipid	15.69
Glycerophospholipid	15.82
Glycerophospholipid	9.79
Glycerophospholipid	10.33
Glycerophospholipid	8.74
Glycerophospholipid	7.36
Glycerophospholipid	26.68
Glycerophospholipid	16.37
Glycerophospholipid	-1.0
Glycerophospholipid	13.87
Glycerophospholipid	22.07
Glycerophospholipid	9.82
Glycerophospholipid	-1.0
Glycerophospholipid	22.63
Glycerophospholipid	15.99
Glycerophospholipid	18.05
Glycerophospholipid	17.67
Glycerophospholipid	16.29
Glycerophospholipid	14.34
Glycerophospholipid	19.3
Glycerophospholipid	2.96
Glycerophospholipid	10.39
Glycerophospholipid	25.07
Glycerophospholipid	9.87
Glycerophospholipid	19.84
Glycerophospholipid	27.31
Glycerophospholipid	24.17
Glycerophospholipid	-1.0
Glycerophospholipid	27.23
Glycerophospholipid	13.92
Glycerophospholipid	23.9
Glycerophospholipid	14.64
Glycerophospholipid	9.26
Glycerophospholipid	19.47
Glycerophospholipid	2.89
Glycerophospholipid	28.31
Glycerophospholipid	17.39
Glycerophospholipid	30.63
Glycerophospholipid	7.34
Glycerophospholipid	20.83
Glycerophospholipid	25.56
Glycerophospholipid	17.87
Glycerophospholipid	23.63
Glycerophospholipid	12.51
Glycerophospholipid	14.41
Glycerophospholipid	26.87
Glycerophospholipid	18.98
Glycerophospholipid	25.98
Glycerophospholipid	13.56
Glycerophospholipid	26.39
Glycerophospholipid	12.59
Glycerophospholipid	13.1
Glycerophospholipid	17.09
Glycerophospholipid	18.28
Glycerophospholipid	9.2
Glycerophospholipid	23.71
Glycerophospholipid	14.23
Glycerophospholipid	8.34
Glycerophospholipid	17.22
Glycerophospholipid	18.52
Glycerophospholipid	4.74
Glycerophospholipid	14.28
Glycerophospholipid	22.06
Glycerophospholipid	19.22
Glycerophospholipid	8.81
Glycerophospholipid	8.66
Glycerophospholipid	13.99
Glycerophospholipid	18.26
Glycerophospholipid	13.77
Glycerophospholipid	9.48
Glycerophospholipid	10.41
Glycerophospholipid	22.43
Glycerophospholipid	22.61
Glycerophospholipid	27.32
Glycerophospholipid	22.19
Glycerophospholipid	23.24
Glycerophospholipid	30.2
Glycerophospholipid	8.75
Glycerophospholipid	-1.0
Glycerophospholipid	10.88
Glycerophospholipid	22.02
Glycerophospholipid	27.88
Glycerophospholipid	21.16
Glycerophospholipid	8.29
Glycerophospholipid	25.24
Glycerophospholipid	13.51
Glycerophospholipid	3.56
Glycerophospholipid	14.28
Glycerophospholipid	19.88
Glycerophospholipid	2.63
Glycerophospholipid	7.69
Glycerophospholipid	15.76
Glycerophospholipid	30.88
Glycerophospholipid	24.76
Glycerophospholipid	9.4
Glycerophospholipid	17.47
Glycerophospholipid	6.93
Glycerophospholipid	13.69
Glycerophospholipid	15.82
