pdb_file	ccd_id	expected_atom_count	observed_atom_count	missing_atom_count	extra_atom_count	missing_atoms	extra_atoms
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-A-B-PCW1/plipfixed.BD6vyk-A-B-PCW1_actyzlqj.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-A-B-PCW1/BD6vyk-A-B-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-B-B-PCW1/BD6vyk-B-B-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-B-C-PCW2/plipfixed.BD6vyk-B-C-PCW2_2rijs35x.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-B-C-PCW2/BD6vyk-B-C-PCW2_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-C-C-PCW1/BD6vyk-C-C-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-C-C-PCW2/BD6vyk-C-C-PCW2_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-D-C-PCW1/plipfixed.BD6vyk-D-C-PCW1_r9971bi4.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-D-C-PCW1/BD6vyk-D-C-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-D-D-PCW1/BD6vyk-D-D-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-F-F-PCW1/BD6vyk-F-F-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyk-F-F-PCW2/BD6vyk-F-F-PCW2_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-A-A-RXY1/BD6vyn-A-A-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-A-E-RXY1/plipfixed.BD6vyn-A-E-RXY1_pmloos_d.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-A-E-RXY1/BD6vyn-A-E-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-A-E-RXY2/plipfixed.BD6vyn-A-E-RXY2_zh77w4y5.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-A-E-RXY2/BD6vyn-A-E-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-B-B-RXY1/BD6vyn-B-B-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-B-B-RXY2/BD6vyn-B-B-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-B-C-RXY1/plipfixed.BD6vyn-B-C-RXY1_o_e_knqo.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-B-C-RXY1/BD6vyn-B-C-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-C-B-RXY2/plipfixed.BD6vyn-C-B-RXY2_gtdgchqu.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-C-B-RXY2/BD6vyn-C-B-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-C-C-RXY1/BD6vyn-C-C-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-D-F-RXY2/plipfixed.BD6vyn-D-F-RXY2_71hyflul.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-D-F-RXY2/BD6vyn-D-F-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-E-A-RXY1/plipfixed.BD6vyn-E-A-RXY1_v3xlvap_.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-E-A-RXY1/BD6vyn-E-A-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-E-E-RXY1/BD6vyn-E-E-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-E-E-RXY2/BD6vyn-E-E-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-F-F-RXY1/BD6vyn-F-F-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-F-F-RXY2/BD6vyn-F-F-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-G-G-RXY1/BD6vyn-G-G-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-G-G-RXY2/BD6vyn-G-G-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-G-H-RXY1/plipfixed.BD6vyn-G-H-RXY1_zsv2msja.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-G-H-RXY1/BD6vyn-G-H-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-H-G-RXY1/plipfixed.BD6vyn-H-G-RXY1_80y34lbw.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-H-G-RXY1/BD6vyn-H-G-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-H-G-RXY2/plipfixed.BD6vyn-H-G-RXY2_hbml_ru7.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-H-G-RXY2/BD6vyn-H-G-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vyn-H-H-RXY1/BD6vyn-H-H-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-A-6OU1/BD6vz1-A-A-6OU1_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-A-6OU2/BD6vz1-A-A-6OU2_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-B-6OU1/plipfixed.BD6vz1-A-B-6OU1_15_k7k6v.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-B-6OU1/BD6vz1-A-B-6OU1_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-B-6OU2/plipfixed.BD6vz1-A-B-6OU2_k29p6yx_.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-A-B-6OU2/BD6vz1-A-B-6OU2_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-B-A-6OU1/plipfixed.BD6vz1-B-A-6OU1_ez57bhr3.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-B-A-6OU1/BD6vz1-B-A-6OU1_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vz1-B-B-6OU2/BD6vz1-B-B-6OU2_protonated.pdb	6OU	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-A-A-RXY1/BD6vzd-A-A-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-A-A-RXY2/BD6vzd-A-A-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-A-E-RXY1/plipfixed.BD6vzd-A-E-RXY1_ciowklzt.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-A-E-RXY1/BD6vzd-A-E-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-B-B-RXY1/BD6vzd-B-B-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-B-B-RXY2/BD6vzd-B-B-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-B-B-RXY3/BD6vzd-B-B-RXY3_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-C-B-RXY2/plipfixed.BD6vzd-C-B-RXY2_lghh9r_h.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-C-B-RXY2/BD6vzd-C-B-RXY2_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-E-A-RXY1/plipfixed.BD6vzd-E-A-RXY1_tnbx_49v.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-E-A-RXY1/BD6vzd-E-A-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6vzd-E-E-RXY1/BD6vzd-E-E-RXY1_protonated.pdb	RXY	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-A-PEE1/BD6w1b-A-A-PEE1_protonated.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-A-PEE2/BD6w1b-A-A-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-C-PEE1/plipfixed.BD6w1b-A-C-PEE1_h2q4bp6p.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-C-PEE1/BD6w1b-A-C-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-E-PEE2/plipfixed.BD6w1b-A-E-PEE2_8wfgrdry.pdb	PEE	51	22	29	0	C1,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C4,C5,N,O1P,O2,O2P,O3P,O4,O4P,P	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-A-E-PEE2/BD6w1b-A-E-PEE2_protonated.pdb	PEE	51	22	29	0	C1,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C4,C5,N,O1P,O2,O2P,O3P,O4,O4P,P	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-B-B-PEE1/BD6w1b-B-B-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-B-B-PEE2/BD6w1b-B-B-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-B-B-PEE3/BD6w1b-B-B-PEE3_protonated.pdb	PEE	51	39	12	0	C26,C27,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-B-C-PEE1/plipfixed.BD6w1b-B-C-PEE1_7lozj4cp.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-B-C-PEE1/BD6w1b-B-C-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE1/plipfixed.BD6w1b-C-B-PEE1_k3pgml2c.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE1/BD6w1b-C-B-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE2/plipfixed.BD6w1b-C-B-PEE2_14q0bd5m.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE2/BD6w1b-C-B-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE3/plipfixed.BD6w1b-C-B-PEE3_tj1sbu2d.pdb	PEE	51	39	12	0	C26,C27,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-B-PEE3/BD6w1b-C-B-PEE3_protonated.pdb	PEE	51	39	12	0	C26,C27,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-C-PEE1/BD6w1b-C-C-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-C-C-PEE2/BD6w1b-C-C-PEE2_protonated.pdb	PEE	51	38	13	0	C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-D-PEE1/BD6w1b-D-D-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-D-PEE2/BD6w1b-D-D-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-E-PEE1/plipfixed.BD6w1b-D-E-PEE1_z5goklug.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-E-PEE1/BD6w1b-D-E-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-F-PEE1/plipfixed.BD6w1b-D-F-PEE1_vqq7watw.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-D-F-PEE1/BD6w1b-D-F-PEE1_protonated.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-A-PEE1/plipfixed.BD6w1b-E-A-PEE1_whm76hhi.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-A-PEE1/BD6w1b-E-A-PEE1_protonated.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-A-PEE2/plipfixed.BD6w1b-E-A-PEE2_apg5_be6.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-A-PEE2/BD6w1b-E-A-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-C-PEE1/plipfixed.BD6w1b-E-C-PEE1_etjduh3c.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-C-PEE1/BD6w1b-E-C-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-E-PEE1/BD6w1b-E-E-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-E-E-PEE2/BD6w1b-E-E-PEE2_protonated.pdb	PEE	51	22	29	0	C1,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C4,C5,N,O1P,O2,O2P,O3P,O4,O4P,P	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-D-PEE1/plipfixed.BD6w1b-F-D-PEE1_v10u9lwo.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-D-PEE1/BD6w1b-F-D-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-D-PEE2/plipfixed.BD6w1b-F-D-PEE2_wl2piat5.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-D-PEE2/BD6w1b-F-D-PEE2_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-E-PEE1/plipfixed.BD6w1b-F-E-PEE1_2tpl3eul.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-E-PEE1/BD6w1b-F-E-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-F-F-PEE1/BD6w1b-F-F-PEE1_protonated.pdb	PEE	51	48	3	0	C25,C26,C27	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-H-D-PEE1/plipfixed.BD6w1b-H-D-PEE1_klth4rtf.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-H-D-PEE1/BD6w1b-H-D-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1b-H-H-PEE1/BD6w1b-H-H-PEE1_protonated.pdb	PEE	51	51	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1o-d-d-LHG1/BD6w1o-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1o-d-d-LHG2/BD6w1o-d-d-LHG2_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1o-d-d-LHG3/BD6w1o-d-d-LHG3_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1o-e-e-LHG1/BD6w1o-e-e-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1o-l-l-LHG1/BD6w1o-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-a-a-LHG1/BD6w1p-a-a-LHG1_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-A-A-LHG2/BD6w1p-A-A-LHG2_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-B-B-LHG1/BD6w1p-B-B-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-d-d-LHG1/BD6w1p-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-d-d-LHG2/BD6w1p-d-d-LHG2_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-d-d-LHG3/BD6w1p-d-d-LHG3_protonated.pdb	LHG	49	39	10	0	C13,C14,C15,C16,C17,C18,C19,C20,C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1p-l-l-LHG1/BD6w1p-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-a-a-LHG1/BD6w1q-a-a-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-b-b-LHG1/BD6w1q-b-b-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-d-d-LHG1/BD6w1q-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-d-d-LHG2/BD6w1q-d-d-LHG2_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-D-D-LHG3/BD6w1q-D-D-LHG3_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1q-l-l-LHG1/BD6w1q-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-a-a-LHG1/BD6w1r-a-a-LHG1_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-A-A-LHG2/BD6w1r-A-A-LHG2_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-d-d-LHG1/BD6w1r-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-d-d-LHG2/BD6w1r-d-d-LHG2_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-e-e-LHG1/BD6w1r-e-e-LHG1_protonated.pdb	LHG	49	42	7	0	C32,C33,C34,C35,C36,C37,C38	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1r-l-l-LHG1/BD6w1r-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-a-a-LHG1/BD6w1t-a-a-LHG1_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-B-B-LHG1/BD6w1t-B-B-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-B-B-LHG2/BD6w1t-B-B-LHG2_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-d-d-LHG1/BD6w1t-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-d-d-LHG2/BD6w1t-d-d-LHG2_protonated.pdb	LHG	49	39	10	0	C13,C14,C15,C16,C17,C18,C19,C20,C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-e-e-LHG1/BD6w1t-e-e-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1t-l-l-LHG1/BD6w1t-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-B-B-LHG1/BD6w1u-B-B-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-d-d-LHG1/BD6w1u-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-d-d-LHG2/BD6w1u-d-d-LHG2_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-d-d-LHG3/BD6w1u-d-d-LHG3_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-e-e-LHG1/BD6w1u-e-e-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1u-l-l-LHG1/BD6w1u-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-a-a-LHG1/BD6w1v-a-a-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-a-a-LHG2/BD6w1v-a-a-LHG2_protonated.pdb	LHG	49	42	7	0	C32,C33,C34,C35,C36,C37,C38	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-B-B-LHG1/BD6w1v-B-B-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-d-d-LHG1/BD6w1v-d-d-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-d-d-LHG2/BD6w1v-d-d-LHG2_protonated.pdb	LHG	49	47	2	0	C21,C22	
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w1v-l-l-LHG1/BD6w1v-l-l-LHG1_protonated.pdb	LHG	49	49	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-17F1/BD6w4e-A-A-17F1_protonated.pdb	17F	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-17F2/BD6w4e-A-A-17F2_protonated.pdb	17F	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-17F3/BD6w4e-A-A-17F3_protonated.pdb	17F	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW10/BD6w4e-A-A-PCW10_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW11/BD6w4e-A-A-PCW11_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW12/BD6w4e-A-A-PCW12_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW13/BD6w4e-A-A-PCW13_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW14/BD6w4e-A-A-PCW14_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW15/BD6w4e-A-A-PCW15_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW16/BD6w4e-A-A-PCW16_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW17/BD6w4e-A-A-PCW17_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW18/BD6w4e-A-A-PCW18_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW19/BD6w4e-A-A-PCW19_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW1/BD6w4e-A-A-PCW1_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW2/BD6w4e-A-A-PCW2_protonated.pdb	PCW	54	54	0	0		
/Volumes/GigiMurin/plip/Glycerophospholipid/BD6w4e-A-A-PCW3/BD6w4e-A-A-PCW3_protonated.pdb	PCW	54	54	0	0		
