class	GO_CC	ratio
Sterol	Fc-gamma receptor III complex [GO:0033001]	0.5289532082772225
Sterol	Golgi apparatus [GO:0005794]	0.5289532082772225
Sterol	T cell receptor complex [GO:0042101]	0.5289532082772225
Sterol	alpha-beta T cell receptor complex [GO:0042105]	0.5289532082772225
Sterol	plasma membrane [GO:0005886]	0.5289532082772225
Sterol	cytoplasm [GO:0005737]	0.5289532082772225
Sterol	neuron projection [GO:0043005]	0.5395962457942269
Sterol	membrane [GO:0016020]	0.5395962457942269
Sterol	endosome [GO:0005768]	0.5395962457942269
Sterol	plasma membrane [GO:0005886]	0.5395962457942269
Sterol	voltage-gated potassium channel complex [GO:0008076]	0.41026320438085145
Sterol	apical plasma membrane [GO:0016324]	0.41026320438085145
Sterol	postsynaptic membrane [GO:0045211]	0.41026320438085145
Sterol	membrane [GO:0016020]	0.41026320438085145
Sterol	caveola [GO:0005901]	0.41026320438085145
Sterol	plasma membrane [GO:0005886]	0.41026320438085145
Sterol	lysosomal lumen [GO:0043202]	0.2924340025292444
Sterol	cytosol [GO:0005829]	0.2924340025292444
Sterol	extracellular exosome [GO:0070062]	0.2924340025292444
Sterol	blood microparticle [GO:0072562]	0.2924340025292444
Sterol	extracellular region [GO:0005576]	0.2924340025292444
Sterol	extracellular space [GO:0005615]	0.2924340025292444
Sterol	cytoplasm [GO:0005737]	0.2924340025292444
Sterol	apical plasma membrane [GO:0016324]	1.0757152075715206
Sterol	extracellular exosome [GO:0070062]	1.0757152075715206
Sterol	brush border membrane [GO:0031526]	1.0757152075715206
Sterol	mitochondrial matrix [GO:0005759]	0.2936884348777818
Sterol	mitochondrion [GO:0005739]	0.2936884348777818
Sterol	mitochondrial inner membrane [GO:0005743]	0.2936884348777818
Sterol	fungal-type vacuole [GO:0000324]	0.27331743953079707
Sterol	fungal-type vacuole lumen [GO:0000328]	0.27331743953079707
Sterol	organelle membrane [GO:0031090]	0.7961108329160408
Sterol	basolateral plasma membrane [GO:0016323]	0.7961108329160408
Sterol	apical plasma membrane [GO:0016324]	0.7961108329160408
Sterol	T-tubule [GO:0030315]	0.7961108329160408
Sterol	sperm flagellum [GO:0036126]	0.7961108329160408
