class	GO_CC	ratio
Glycerolipid	photosystem II [GO:0009523]	0.8555384152306419
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.8555384152306419
Glycerolipid	photosystem II [GO:0009523]	4.006264197700832
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.006264197700832
Glycerolipid	photosystem II [GO:0009523]	3.3002866919448812
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	3.3002866919448812
Glycerolipid	photosystem II [GO:0009523]	2.6673706441393876
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.6673706441393876
Glycerolipid	photosystem II [GO:0009523]	2.4885983263598326
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.4885983263598326
Glycerolipid	photosystem II [GO:0009523]	1.6413870605233585
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.6413870605233585
Glycerolipid	nucleoplasm [GO:0005654]	1.2578744730990075
Glycerolipid	respiratory chain complex IV [GO:0045277]	1.2578744730990075
Glycerolipid	cytosol [GO:0005829]	1.2578744730990075
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	1.2578744730990075
Glycerolipid	photosystem II [GO:0009523]	3.6246632744687215
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	3.6246632744687215
Glycerolipid	photosystem II reaction center [GO:0009539]	1.659644908004219
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.659644908004219
Glycerolipid	photosystem II reaction center [GO:0009539]	1.3008110743762338
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.3008110743762338
Glycerolipid	photosystem II reaction center [GO:0009539]	1.849443534263601
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.849443534263601
Glycerolipid	photosystem II reaction center [GO:0009539]	1.6326013513513513
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.6326013513513513
Glycerolipid	photosystem II reaction center [GO:0009539]	4.336401934779217
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.336401934779217
Glycerolipid	photosystem II reaction center [GO:0009539]	4.336401934779217
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.336401934779217
Glycerolipid	photosystem II reaction center [GO:0009539]	4.336401934779217
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.336401934779217
Glycerolipid	photosystem II reaction center [GO:0009539]	4.336401934779217
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.336401934779217
Glycerolipid	photosystem II reaction center [GO:0009539]	4.332862873272916
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.332862873272916
Glycerolipid	photosystem II reaction center [GO:0009539]	4.332862873272916
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.332862873272916
Glycerolipid	photosystem II reaction center [GO:0009539]	4.332862873272916
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.332862873272916
Glycerolipid	photosystem II reaction center [GO:0009539]	4.332862873272916
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.332862873272916
Glycerolipid	photosystem II reaction center [GO:0009539]	2.308113944024583
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.308113944024583
Glycerolipid	photosystem II reaction center [GO:0009539]	2.308113944024583
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.308113944024583
Glycerolipid	photosystem II reaction center [GO:0009539]	2.308113944024583
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.308113944024583
Glycerolipid	photosystem II reaction center [GO:0009539]	2.308113944024583
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.308113944024583
Glycerolipid	photosystem II reaction center [GO:0009539]	4.990458882326216
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.990458882326216
Glycerolipid	photosystem II reaction center [GO:0009539]	4.990458882326216
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.990458882326216
Glycerolipid	photosystem II reaction center [GO:0009539]	4.990458882326216
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.990458882326216
Glycerolipid	photosystem II reaction center [GO:0009539]	4.990458882326216
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.990458882326216
Glycerolipid	photosystem II reaction center [GO:0009539]	1.894106186069167
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.894106186069167
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.9129138598251397
Glycerolipid	respiratory chain complex IV [GO:0045277]	0.9129138598251397
Glycerolipid	host cell cytoplasm [GO:0030430]	0.5071487090039377
Glycerolipid	host cell cytoplasm [GO:0030430]	0.2950621807444447
Glycerolipid	host cell cytoplasm [GO:0030430]	0.46442874827058905
Glycerolipid	photosystem II [GO:0009523]	0.9411070766496605
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.9411070766496605
Glycerolipid	photosystem II [GO:0009523]	0.9411070766496605
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.9411070766496605
Glycerolipid	photosystem II [GO:0009523]	1.0227796263117481
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.0227796263117481
Glycerolipid	photosystem II [GO:0009523]	1.0227796263117481
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.0227796263117481
Glycerolipid	photosystem II [GO:0009523]	1.1594462540716612
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.1594462540716612
Glycerolipid	photosystem II [GO:0009523]	1.2526464683336374
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.2526464683336374
Glycerolipid	photosystem II [GO:0009523]	2.132812914874409
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.132812914874409
Glycerolipid	photosystem II [GO:0009523]	2.132812914874409
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.132812914874409
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.6556408551883859
Glycerolipid	respiratory chain complex IV [GO:0045277]	0.6556408551883859
Glycerolipid	photosystem II [GO:0009523]	4.751901602201004
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.751901602201004
Glycerolipid	photosystem II [GO:0009523]	4.751901602201004
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.751901602201004
Glycerolipid	photosystem II [GO:0009523]	2.9638974073041537
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.9638974073041537
Glycerolipid	photosystem II [GO:0009523]	2.9638974073041537
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.9638974073041537
Glycerolipid	photosystem II [GO:0009523]	2.4306711979609172
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.4306711979609172
Glycerolipid	photosystem II [GO:0009523]	2.4306711979609172
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.4306711979609172
Glycerolipid	photosystem II [GO:0009523]	4.337764778870868
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.337764778870868
Glycerolipid	photosystem II [GO:0009523]	4.337764778870868
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.337764778870868
Glycerolipid	photosystem II [GO:0009523]	4.915728077232502
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.915728077232502
Glycerolipid	photosystem II [GO:0009523]	4.915728077232502
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.915728077232502
Glycerolipid	photosystem II reaction center [GO:0009539]	1.1082013804303694
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.1082013804303694
Glycerolipid	photosystem II reaction center [GO:0009539]	1.1082013804303694
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.1082013804303694
Glycerolipid	photosystem II reaction center [GO:0009539]	1.0138603894846876
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.0138603894846876
Glycerolipid	photosystem II reaction center [GO:0009539]	1.0138603894846876
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.0138603894846876
Glycerolipid	photosystem II reaction center [GO:0009539]	1.8133109169986477
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.8133109169986477
Glycerolipid	photosystem II reaction center [GO:0009539]	1.8133109169986477
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.8133109169986477
Glycerolipid	photosystem II reaction center [GO:0009539]	2.812728131575557
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.812728131575557
Glycerolipid	photosystem II reaction center [GO:0009539]	2.812728131575557
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.812728131575557
Glycerolipid	photosystem II reaction center [GO:0009539]	9.081521078848256
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	9.081521078848256
Glycerolipid	photosystem II reaction center [GO:0009539]	9.081521078848256
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	9.081521078848256
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.4769448428485207
