StruCluster	SC02	SC03	SC04	SC05	SC06	SC07	SC08	SC09	SC10	SC11	SC12	SC15	SC16	SC17	SC18	SC20	SC21	SC22	SC23	SC24	SC25	SC26	SC27	SC28	SC29	SC30	SC33	SC34	SC35	SC36	SC37	SC38	SC39	SC42	SC43	SC44	SC45	SC46	SC47	SC48	SC49	SC50	SC51	SC52	SC53	SC54	SC55	SC56	SC57	SC58	SC59
SC49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0
SC54	0.02974764705882353	0.020925386733416772	0.03220548387096774	0.01890660633484163	0.08238542047930283	0.1599773702077846	0.023207956561085975	0.11634823529411764	0.019652979411764707	0.006662047930283224	0.0017913435003631083	0.022600235294117647	0.03642509803921569	0.009857254901960785	0.020621225251076042	0.0	0.0	0.0	0.12414775263951733	0.02803641662980982	0.042440227579556414	0.0050929923273657285	0.08245341966637401	0.002865546218487395	0.11590177978883862	0.01437476642874723	0.010212443438914027	0.0	0.0	0.0	0.15139841126194067	0.03824091503267974	0.008046953346855984	0.09472327731092436	0.12365121107266437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2885413660899654	0.016336607387140902	0.006432156862745099	0.02581151615575808	0.02797634271099744	0.019208093306288032
SC55	0.004478488372093023	0.03459249711364011	0.003043735933983496	0.0017912343470483003	0.022933321848980764	0.01422695013305565	0.04344748121645796	0.021901691331923892	0.005602761627906977	0.011332153316106805	0.0017474303761125466	0.0024125581395348836	0.010096899224806201	0.023668372093023252	0.029214690867838913	0.0	0.0	0.0	0.008912045319022064	0.033086548347613216	0.025912542889820814	0.04750303336703741	0.007794076709475876	0.009983388704318936	0.013301550387596898	0.002589744088741851	0.00047629695885509837	0.0	0.0	0.0	0.006848459550785132	0.023841343669250645	0.006112445870088212	0.009575797342192691	0.010392886456908343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01232831737346101	0.2883669821525149	0.0408234496124031	0.004611496888306584	0.0047915571284125385	0.021912177225340817
SC56	0.00022659722222222222	0.03608205791962175	0.000620752688172043	8.487179487179487e-05	0.010616039094650205	0.0062843503316749585	0.009131121794871796	0.0037991666666666664	0.0008053854166666667	0.0055961435185185185	0.00022331275720164612	0.010375	0.00215875	0.001911388888888889	0.011711825203252032	0.0	0.0	0.0	0.004665092592592593	0.013578287593984963	0.00836071038251366	0.03291623913043478	0.0019467425373134327	0.01310890476190476	0.012489380341880343	0.0012172280334728032	0.0004134294871794872	0.0	0.0	0.0	0.008130206552706553	0.007689328703703703	0.0003246551724137931	0.004679880952380952	0.000557156862745098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005868462745098039	0.04481354651162791	0.7628094631944445	0.001139424882629108	0.003344782608695652	0.08260062835249042
SC57	0.026510328638497654	0.012753761861951853	0.031957882780554295	0.041613867822318525	0.01608378542862111	0.020432674654894543	0.016291411700975082	0.014573239436619718	0.008944792253521128	0.0035381064162754304	0.13702888193357676	0.038472957746478874	0.009046713615023474	0.004178403755868545	0.01943877705255926	0.0	0.0	0.0	0.015114168773323701	0.03761935084189347	0.02580168552297391	0.0028964482547458666	0.02360212213579987	0.007304627766599597	0.011072892741061754	0.03968796982733219	0.03800401408450704	0.0	0.0	0.0	0.011593728181052126	0.018648364632237874	0.013361107333657116	0.013249496981891349	0.008103314001657001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02665000828500414	0.00556321650835244	0.0009490492957746478	0.21218691926205116	0.043052409675443964	0.008051983163347903
SC58	0.02988496376811594	0.018489209065679926	0.04240812762973352	0.01808638795986622	0.021552206119162642	0.0304223145143846	0.019864618729096988	0.016638537549407115	0.01337442934782609	0.002167230273752013	0.018272855609232422	0.015224086956521738	0.01831485507246377	0.0022356521739130436	0.04443064687168611	0.0	0.0	0.0	0.02179676700111483	0.037606694998365484	0.017476621525302924	0.011150009451795841	0.028556341661258925	0.005725186335403727	0.025502419175027873	0.040947286701837365	0.14038177257525083	0.0	0.0	0.0	0.02564963953920476	0.012300012077294685	0.006790103448275862	0.013669875776397514	0.008408567774936062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031449235294117646	0.006793281092012133	0.0028562137681159418	0.03482332516840171	0.19025663516068053	0.020067450024987506
SC59	0.0020410440613026822	0.03462325181380941	0.002594651464590286	0.004746021220159152	0.013226997303817226	0.012091464230571282	0.032369177718832895	0.008695611285266457	0.0025198850574712646	0.01026967858663261	0.0027107180360437066	0.004925632183908046	0.017903256704980844	0.012090996168582375	0.024387289038407627	0.0	0.0	0.0	0.005796306120444052	0.051245798980209145	0.02569790842283776	0.019711991504247874	0.00895483787956768	0.014305090311986865	0.026484242558208075	0.005781462511422113	0.0014615694076038903	0.0	0.0	0.0	0.0035926662737007565	0.014114814814814814	0.0015107292905271502	0.020369622331691296	0.005664976335361731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01601392832995267	0.020201244319700613	0.08337723994252873	0.0074852760239598505	0.014791529235382309	0.3946239846743295
